,AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,SALES_PRICE,AGE
5805,Karapakkam,1232,1,1,3,1,Others,NoSeWa,No Access,RH,7500750,25
5806,Karapakkam,762,1,1,2,0,House,NoSeWa,No Access,C,3608250,23
5807,T Nagar,1934,2,1,5,1,House,NoSeWa,Paved,RL,14019480,9
5808,Adyar,978,1,1,3,0,Commercial,NoSeWa,Paved,A,10283690,26
5809,KK Nagar,2248,4,2,6,0,House,NoSeWa,Gravel,RH,11109840,22
5810,Anna Nagar,1991,2,1,5,0,Commercial,ELO,Paved,RH,21350340,12
5811,Karapakkam,573,1,1,2,1,House,AllPub,No Access,RL,5582500,32
5812,KK Nagar,2496,4,2,6,1,Commercial,AllPub,Gravel,RL,20231160,28
5813,KK Nagar,1931,3,2,5,0,Others,NoSeWa,Gravel,RH,10770140,16
5814,Karapakkam,652,1,1,2,0,House,NoSeWa,Gravel,C,4664500,6
5815,Chrompet,770,1,1,2,1,House,NoSeWa,Paved,RL,8086750,13
5816,Karapakkam,1323,1,1,3,0,Commercial,AllPub,Paved,RH,10049250,31
5817,KK Nagar,2180,3,2,5,0,Others,NoSeWa,Paved,RL,11237140,26
5818,KK Nagar,2458,4,2,6,0,Commercial,NoSeWa,Paved,RL,18763360,28
5819,Velachery,1684,2,1,4,1,House,ELO,Gravel,I,10088120,16
5820,Anna Nagar,1556,1,1,4,0,Commercial,AllPub,No Access,RM,18286600,5
5821,Karapakkam,526,1,1,2,1,Commercial,NoSeWa,No Access,RL,6956750,13
5822,Chrompet,714,1,1,2,1,Commercial,ELO,No Access,RM,10312400,36
5823,Karapakkam,748,1,1,2,0,Commercial,NoSeWa,No Access,I,5699500,34
5824,Adyar,635,1,1,2,0,Commercial,NoSeWa,No Access,A,6036800,40
5825,Chrompet,1137,1,1,3,1,Others,ELO,Paved,RL,10145540,19
5826,Karapakkam,1132,1,1,3,1,House,NoSeWa,No Access,RL,7387000,16
5827,Anna Nagar,1804,2,1,5,1,Others,ELO,No Access,RH,13073340,21
5828,KK Nagar,2327,4,2,6,0,House,AllPub,Paved,RL,11494940,17
5829,KK Nagar,1966,3,2,5,1,Others,NoSeWa,Gravel,RL,12383920,20
5830,Karapakkam,552,1,1,2,0,Commercial,ELO,Paved,RL,6624750,21
5831,KK Nagar,1862,3,2,5,0,Commercial,NoSeWa,Gravel,RH,15087520,16
5832,Velachery,1640,2,1,4,1,House,ELO,Paved,RM,10295890,37
5833,Chrompet,1232,2,1,4,1,Commercial,AllPub,No Access,RM,15414900,14
5834,Chrompet,799,1,1,2,1,Others,NoSeWa,Gravel,RH,8172980,33
5835,Karapakkam,1114,1,1,3,0,Others,NoSeWa,Paved,C,5360500,25
5836,Karapakkam,1444,2,2,4,0,House,AllPub,Paved,I,6613250,35
5837,KK Nagar,2369,4,2,6,1,House,NoSeWa,Gravel,RL,13250400,10
5838,Karapakkam,1642,2,2,4,0,Commercial,NoSeWa,Paved,RM,12829750,41
5839,Chrompet,771,1,1,2,0,Commercial,NoSeWa,Gravel,RL,10724600,8
5840,Velachery,1595,2,1,4,1,House,AllPub,Gravel,C,9524080,14
5841,T Nagar,1766,1,1,4,1,Commercial,ELO,No Access,RM,20283340,37
5842,Velachery,1692,2,1,4,1,Others,ELO,Gravel,C,9427130,24
5843,T Nagar,1827,2,1,5,1,Commercial,NoSeWa,Paved,RL,21340820,36
5844,Chrompet,1256,2,1,4,0,House,ELO,Paved,RH,8547800,12
5845,Velachery,1892,3,2,5,0,House,NoSeWa,Gravel,RL,10412770,46
5846,T Nagar,1541,1,1,4,1,Commercial,NoSeWa,Paved,RL,18197010,33
5847,Adyar,798,1,1,2,0,Others,ELO,Paved,I,6350490,26
5848,Velachery,1845,3,2,5,1,Others,AllPub,Gravel,C,10104040,52
5849,Anna Nagar,1519,1,1,4,0,Others,NoSeWa,Gravel,RL,12336310,32
5850,Adyar,950,1,1,3,1,House,ELO,Gravel,RM,10978335,9
5851,Karapakkam,910,1,1,3,0,House,NoSeWa,Paved,RL,6721750,5
5852,Karapakkam,828,1,1,2,0,Others,AllPub,No Access,RM,7031000,22
5853,Anna Nagar,1551,1,1,4,0,House,NoSeWa,Gravel,RM,11925160,33
5854,Chrompet,831,1,1,3,1,Others,AllPub,Paved,RM,9732220,17
5855,Chrompet,1196,1,1,3,0,Commercial,NoSeWa,Paved,RH,12787100,10
5856,Karapakkam,1589,2,2,4,0,House,NoSeWa,Gravel,I,7242250,41
5857,Anna Nagar,1874,2,1,5,1,House,AllPub,Gravel,RL,14635980,28
5858,T Nagar,1867,2,1,5,1,Commercial,NoSeWa,No Access,RL,20581260,33
5859,T Nagar,1909,2,1,5,1,Commercial,AllPub,No Access,RH,20600300,15
5860,Adyar,672,1,1,2,0,Others,NoSeWa,No Access,A,4456285,19
5861,Anna Nagar,1997,2,1,5,0,Commercial,NoSeWa,Gravel,RL,21744380,24
5862,Anna Nagar,1700,1,1,4,0,Others,NoSeWa,Gravel,RL,13342960,23
5863,KK Nagar,1934,3,2,5,1,Commercial,AllPub,Paved,RH,16063820,21
5864,Anna Nagar,1716,1,1,4,0,Commercial,AllPub,Gravel,RH,19151250,5
5865,Chrompet,736,1,1,2,0,Commercial,AllPub,No Access,RH,8817800,32
5866,Velachery,1505,2,1,4,0,Others,AllPub,Paved,I,8239330,39
5867,Adyar,689,1,1,2,1,Others,ELO,Paved,C,6946275,5
5868,Chrompet,862,1,1,3,0,Others,NoSeWa,No Access,RL,7215190,39
5869,Karapakkam,1320,1,1,3,1,Others,NoSeWa,No Access,RH,7774000,28
5870,KK Nagar,2300,4,2,6,0,Others,AllPub,Gravel,RH,12369320,16
5871,Velachery,1697,2,1,4,0,Others,ELO,Gravel,C,8632400,35
5872,KK Nagar,2178,3,2,5,0,House,NoSeWa,Gravel,RL,10917620,11
5873,Chrompet,1229,2,1,4,0,House,NoSeWa,Gravel,RL,10107150,5
5874,T Nagar,1549,1,1,4,0,Commercial,ELO,Paved,RH,16686780,44
5875,Velachery,1911,3,2,5,0,House,NoSeWa,Paved,A,8051490,7
5876,Anna Nagar,1654,1,1,4,0,Others,ELO,Paved,RM,12493450,39
5877,Chrompet,1224,2,1,4,0,House,NoSeWa,Paved,RM,9598800,24
5878,Karapakkam,927,1,1,3,0,Commercial,NoSeWa,No Access,A,5644750,25
5879,Chrompet,1166,1,1,3,0,Commercial,AllPub,Gravel,RM,14849300,14
5880,Adyar,900,1,1,3,1,House,NoSeWa,Paved,RL,9789995,13
5881,T Nagar,1924,2,1,5,0,Others,ELO,Paved,RH,13708870,5
5882,Velachery,1527,2,1,4,0,Commercial,NoSeWa,Paved,C,11709470,16
5883,Velachery,1773,2,1,4,0,House,ELO,Paved,C,7840470,16
5884,KK Nagar,2187,3,2,5,1,Commercial,NoSeWa,Gravel,RH,17735560,18
5885,Velachery,1574,2,1,4,1,Commercial,AllPub,Paved,RH,13737660,48
5886,KK Nagar,2235,4,2,6,1,Commercial,NoSeWa,Paved,RL,18257260,13
5887,Chrompet,776,1,1,2,1,Commercial,AllPub,Gravel,RL,11711950,17
5888,Adyar,1030,1,1,3,1,Commercial,NoSeWa,Paved,RL,13840875,25
5889,Chrompet,791,1,1,2,1,Others,ELO,No Access,RM,8747420,5
5890,Anna Nagar,1600,1,1,4,0,Commercial,NoSeWa,Paved,RL,18127850,35
5891,Chrompet,1270,2,1,4,0,House,NoSeWa,Paved,RH,8572850,19
5892,Chrompet,1150,1,1,3,0,Others,NoSeWa,Paved,RH,8882750,15
5893,KK Nagar,2369,4,2,6,1,Commercial,NoSeWa,Paved,RM,19436960,28
5894,Anna Nagar,1814,2,1,5,1,Commercial,AllPub,No Access,RL,20421310,23
5895,T Nagar,1925,2,1,5,0,Commercial,ELO,Gravel,RM,22499550,15
5896,Karapakkam,1217,1,1,3,1,House,NoSeWa,No Access,A,5710250,5
5897,Anna Nagar,1668,1,1,4,0,House,ELO,Paved,RH,10839370,21
5898,Velachery,1668,2,1,4,1,Others,AllPub,Gravel,RH,10249920,51
5899,Karapakkam,1435,2,2,4,1,Commercial,NoSeWa,Paved,I,10813000,40
5900,Adyar,762,1,1,2,0,Others,ELO,Paved,RH,7283940,36
5901,Velachery,1816,3,2,5,0,Others,NoSeWa,Paved,I,9423970,26
5902,Chrompet,1255,2,1,4,0,House,ELO,Gravel,RM,10222950,37
5903,KK Nagar,2011,3,2,5,1,Others,AllPub,Gravel,RL,12914980,28
5904,Velachery,1874,3,2,5,1,Commercial,AllPub,No Access,C,14057920,26
5905,Velachery,1743,2,1,4,0,Commercial,NoSeWa,Paved,A,12498160,18
5906,Anna Nagar,1545,1,1,4,1,Commercial,NoSeWa,No Access,RM,19030440,22
5907,Chrompet,782,1,1,2,1,Commercial,NoSeWa,Paved,RM,11934800,8
5908,Karapakkam,1349,2,2,4,1,Others,AllPub,Paved,A,7141125,5
5909,KK Nagar,2443,4,2,6,0,House,AllPub,Paved,RL,11734800,20
5910,KK Nagar,1696,2,1,4,1,House,NoSeWa,Paved,RH,9719120,16
5911,Velachery,1727,2,1,4,0,Commercial,NoSeWa,Gravel,C,13281650,50
5912,Chrompet,813,1,1,3,1,House,ELO,Gravel,RM,9512350,33
5913,Anna Nagar,1998,2,1,5,1,Commercial,AllPub,No Access,RL,22401070,6
5914,KK Nagar,1961,3,2,5,1,Others,NoSeWa,Paved,RM,12616740,16
5915,KK Nagar,2298,4,2,6,0,Others,NoSeWa,Paved,RM,12631140,29
5916,Karapakkam,1544,2,2,4,0,Commercial,AllPub,Gravel,RM,13846250,11
5917,Anna Nagar,1930,2,1,5,0,Commercial,NoSeWa,No Access,RM,20695180,19
5918,Adyar,642,1,1,2,1,House,NoSeWa,Gravel,RH,8121150,10
5919,Chrompet,1066,1,1,3,0,Commercial,AllPub,No Access,RH,11205450,19
5920,Anna Nagar,1673,1,1,4,1,Others,ELO,Gravel,RM,14702890,40
5921,Anna Nagar,1829,2,1,5,1,House,NoSeWa,No Access,RM,13177330,34
5922,Karapakkam,616,1,1,2,0,Commercial,ELO,Gravel,RH,6805500,30
5923,Adyar,713,1,1,2,0,Others,NoSeWa,Gravel,I,7148255,37
5924,Chrompet,838,1,1,3,0,Others,NoSeWa,Gravel,RL,8371810,25
5925,Velachery,1804,3,2,5,1,Commercial,AllPub,No Access,I,14524030,9
5926,Anna Nagar,1840,2,1,5,1,Others,ELO,No Access,RL,13802880,29
5927,Adyar,876,1,1,3,1,Others,ELO,No Access,I,7945255,17
5928,Karapakkam,1213,1,1,3,0,Others,NoSeWa,Paved,RH,6628625,35
5929,Velachery,1541,2,1,4,0,House,AllPub,No Access,A,5574400,45
5930,Karapakkam,1401,2,2,4,0,House,AllPub,Paved,RL,7900250,41
5931,Velachery,1637,2,1,4,0,Others,NoSeWa,Paved,I,8621960,18
5932,Chrompet,1299,2,1,4,1,House,NoSeWa,Gravel,RM,11845200,4
5933,Karapakkam,1160,1,1,3,0,Commercial,NoSeWa,Paved,RL,9516250,43
5934,Chrompet,770,1,1,2,1,House,NoSeWa,Paved,RM,8558000,12
5935,Karapakkam,1496,2,2,4,1,House,AllPub,Paved,RM,9789500,22
5936,Chrompet,911,1,1,3,1,Others,ELO,Paved,RH,8383570,14
5937,T Nagar,1763,1,1,4,1,House,AllPub,Paved,RH,12136090,32
5938,Chrompet,858,1,1,3,1,Others,ELO,Gravel,RH,8905710,19
5939,Velachery,1943,3,2,5,0,Commercial,ELO,Gravel,I,15165030,29
5940,Velachery,1920,3,2,5,0,Others,NoSeWa,No Access,I,8905640,52
5941,Karapakkam,672,1,1,2,1,House,NoSeWa,No Access,RH,5623500,18
5942,Chrompet,912,1,1,3,1,Others,NoSeWa,Gravel,RL,9962690,7
5943,Karapakkam,584,1,1,2,1,Commercial,AllPub,No Access,C,5109750,45
5944,KK Nagar,2222,4,2,6,1,Commercial,AllPub,Gravel,RL,18726320,6
5945,Anna Nagar,1939,2,1,5,1,Commercial,ELO,No Access,RL,21198330,29
5946,Karapakkam,1420,2,2,4,0,Others,NoSeWa,Gravel,C,7132750,7
5947,Anna Nagar,1993,2,1,5,1,House,ELO,Paved,RL,13575070,36
5948,T Nagar,1818,2,1,5,1,House,NoSeWa,No Access,RM,13267610,28
5949,Karapakkam,1459,2,2,4,1,Commercial,AllPub,Paved,A,9605500,50
5950,Velachery,1889,3,2,5,1,House,NoSeWa,Paved,A,8941450,20
5951,Chrompet,1155,1,1,3,1,House,NoSeWa,No Access,RM,9784500,18
5952,Anna Nagar,1707,1,1,4,1,Commercial,AllPub,Gravel,RH,20399250,25
5953,Adyar,896,1,1,3,0,House,NoSeWa,Gravel,A,6226140,16
5954,Velachery,1972,3,2,5,0,House,NoSeWa,No Access,RM,10282630,14
5955,Velachery,1506,2,1,4,1,House,AllPub,No Access,RH,8202120,41
5956,Chrompet,868,1,1,3,1,House,ELO,Gravel,RL,8634900,38
5957,Anna Nagar,1661,1,1,4,1,Commercial,NoSeWa,No Access,RH,18792260,18
5958,Chrompet,962,1,1,3,1,Commercial,NoSeWa,Paved,RH,12288650,15
5959,KK Nagar,1609,2,1,4,1,Others,NoSeWa,Gravel,RM,11311420,22
5960,Chrompet,1250,2,1,4,1,House,NoSeWa,Gravel,RH,10236350,5
5961,Anna Nagar,1796,1,1,4,1,Others,NoSeWa,Gravel,RH,13800280,45
5962,Karapakkam,909,1,1,3,0,Others,NoSeWa,Paved,RH,5844625,27
5963,Velachery,1930,3,2,5,0,Others,ELO,Gravel,RM,11853530,44
5964,Anna Nagar,2000,2,1,5,0,Commercial,NoSeWa,Gravel,RH,21336660,23
5965,Adyar,949,1,1,3,1,Others,NoSeWa,No Access,A,6620420,28
5966,Anna Nagar,1639,1,1,4,0,Commercial,NoSeWa,Gravel,RH,17976550,40
5967,Chrompet,923,1,1,3,1,House,ELO,No Access,RL,7681650,39
5968,Karapakkam,502,1,1,2,0,Commercial,NoSeWa,Paved,I,5358500,18
5969,Velachery,1511,2,1,4,1,House,ELO,Gravel,RL,10369970,16
5970,Adyar,873,1,1,3,1,Commercial,NoSeWa,Paved,RL,12590580,12
5971,KK Nagar,2155,3,2,5,0,House,AllPub,Gravel,RL,11217480,24
5972,Adyar,647,1,1,2,1,House,NoSeWa,Paved,I,7204440,16
5973,Chrompet,934,1,1,3,1,Others,NoSeWa,No Access,RM,9387330,21
5974,KK Nagar,2251,4,2,6,1,House,AllPub,Paved,RM,12992320,26
5975,Karapakkam,670,1,1,2,1,House,ELO,No Access,C,4513000,20
5976,Karapakkam,1343,2,2,4,0,Commercial,ELO,No Access,A,7585000,36
5977,Chrompet,1021,1,1,3,1,Commercial,NoSeWa,No Access,RL,12605100,18
5978,Karapakkam,882,1,1,2,0,Commercial,NoSeWa,No Access,C,5447000,48
5979,Velachery,1573,2,1,4,0,House,NoSeWa,No Access,RH,8024600,20
5980,Anna Nagar,1979,2,1,5,0,Commercial,NoSeWa,No Access,RH,20203750,20
5981,T Nagar,1926,2,1,5,0,Commercial,AllPub,No Access,RM,21006920,31
5982,Karapakkam,1347,2,2,4,0,House,NoSeWa,No Access,RL,6374000,50
5983,T Nagar,1760,1,1,4,1,Commercial,ELO,Paved,RH,19430380,29
5984,KK Nagar,1776,2,1,4,1,Commercial,NoSeWa,Paved,RH,15140080,24
5985,Chrompet,1037,1,1,3,1,House,NoSeWa,Paved,RM,9966200,12
5986,Karapakkam,1365,2,2,4,1,Others,AllPub,Paved,C,7729875,6
5987,Karapakkam,1179,1,1,3,0,Commercial,NoSeWa,No Access,RM,10175500,14
5988,Anna Nagar,1514,1,1,4,1,Others,ELO,Paved,RH,11978250,9
5989,Chrompet,1103,1,1,3,1,Commercial,NoSeWa,No Access,RM,13622050,11
5990,Chrompet,878,1,1,3,0,Others,NoSeWa,Gravel,RM,8960460,36
5991,Anna Nagar,1571,1,1,4,0,Commercial,ELO,Paved,RL,17542930,34
5992,Velachery,1502,2,1,4,0,Others,ELO,Paved,I,7489210,53
5993,Velachery,1737,2,1,4,0,Others,NoSeWa,No Access,A,7688390,7
5994,Karapakkam,1252,1,1,3,1,Others,ELO,Gravel,RM,9951000,10
5995,Karapakkam,1584,2,2,4,1,House,NoSeWa,Paved,A,6972000,28
5996,Anna Nagar,1658,1,1,4,0,Others,ELO,Paved,RM,12547180,42
5997,Anna Nagar,1833,2,1,5,1,Commercial,ELO,Gravel,RM,21926630,29
5998,Chrompet,1057,1,1,3,1,House,NoSeWa,Gravel,RM,10186950,33
5999,Karapakkam,871,1,1,2,0,Others,ELO,No Access,RM,6491375,19
6000,Chrompet,844,1,1,3,0,Others,NoSeWa,No Access,RL,7676730,19
6001,Anna Nagar,1741,1,1,4,0,Commercial,NoSeWa,Gravel,RM,20560910,33
6002,KK Nagar,2497,4,2,6,1,Others,AllPub,Gravel,RL,14367780,22
6003,Karapakkam,1265,1,1,3,0,House,NoSeWa,No Access,RL,6927750,11
6004,Anna Nagar,1769,1,1,4,1,Others,ELO,Gravel,RM,15502160,22
6005,T Nagar,1902,2,1,5,1,Others,NoSeWa,No Access,RH,13780420,28
6006,KK Nagar,1895,3,2,5,0,Commercial,NoSeWa,Gravel,RM,16234440,22
6007,KK Nagar,1531,2,1,4,1,Commercial,AllPub,Gravel,RH,13926940,17
6008,Velachery,1838,3,2,5,0,Others,ELO,Gravel,I,9660660,53
6009,Adyar,1288,2,2,4,0,House,AllPub,Gravel,RL,10621695,13
6010,Anna Nagar,1738,1,1,4,0,Others,AllPub,Paved,RM,13104880,42
6011,Karapakkam,1010,1,1,3,1,Commercial,NoSeWa,No Access,A,6787250,43
6012,Adyar,909,1,1,3,0,Commercial,AllPub,Paved,A,9812105,7
6013,Velachery,1635,2,1,4,1,Commercial,ELO,No Access,RH,13836800,35
6014,Karapakkam,744,1,1,2,0,Others,NoSeWa,Gravel,I,5236000,48
6015,Karapakkam,945,1,1,3,0,House,NoSeWa,Paved,C,4941000,18
6016,Chrompet,1063,1,1,3,1,House,ELO,Gravel,RM,10072650,31
6017,Anna Nagar,1823,2,1,5,0,Commercial,NoSeWa,No Access,RL,19103360,43
6018,KK Nagar,1358,2,1,4,0,Others,NoSeWa,Gravel,RL,9324040,14
6019,Velachery,1870,3,2,5,0,House,AllPub,Gravel,A,8543280,29
6020,Chrompet,1207,2,1,4,0,Others,AllPub,Paved,RH,8929340,33
6021,Anna Nagar,1892,2,1,5,0,Others,AllPub,No Access,RH,13082710,5
6022,Velachery,1857,3,2,5,0,Others,AllPub,Gravel,RH,10738570,31
6023,Adyar,1296,2,2,4,1,Others,AllPub,No Access,RM,11651505,27
6024,Chrompet,1012,1,1,3,1,House,NoSeWa,Paved,RH,8331850,27
6025,Chrompet,733,1,1,2,0,House,AllPub,Gravel,RH,7319850,23
6026,Karapakkam,1224,1,1,3,1,Commercial,AllPub,Paved,RM,11543250,35
6027,Velachery,1587,2,1,4,0,Others,ELO,Paved,C,7299610,53
6028,Chrompet,858,1,1,3,0,Others,ELO,Paved,RM,8617960,18
6029,Chrompet,830,1,1,3,1,Commercial,NoSeWa,Paved,RM,11842250,39
6030,Velachery,1665,2,1,4,0,House,NoSeWa,No Access,RH,7516880,44
6031,Adyar,1003,1,1,3,1,Commercial,ELO,Gravel,C,12344390,26
6032,Chrompet,867,1,1,3,1,Others,ELO,Paved,RM,9455790,28
6033,Chrompet,1081,1,1,3,1,Others,AllPub,Gravel,RL,10908570,4
6034,Velachery,1976,3,2,5,1,Commercial,ELO,No Access,RH,15256080,49
6035,Chrompet,1118,1,1,3,0,House,AllPub,Gravel,RH,8688350,37
6036,Karapakkam,1283,1,1,3,0,Others,NoSeWa,Gravel,RL,8177125,34
6037,Chrompet,889,1,1,3,1,Commercial,NoSeWa,Paved,RH,11546650,23
6038,KK Nagar,2236,4,2,6,1,Others,NoSeWa,Paved,RL,12734420,25
6039,KK Nagar,2113,3,2,5,0,Commercial,NoSeWa,Gravel,RH,16129140,17
6040,T Nagar,1843,2,1,5,0,Commercial,ELO,Gravel,RL,20889760,33
6041,KK Nagar,1795,3,2,5,1,Others,NoSeWa,Paved,RL,11511100,10
6042,Adyar,1070,1,1,3,0,House,NoSeWa,Paved,RH,7770395,33
6043,T Nagar,1545,1,1,4,0,Commercial,AllPub,No Access,RL,16838870,31
6044,Velachery,1700,2,1,4,1,Commercial,ELO,No Access,RL,14602040,22
6045,T Nagar,1511,1,1,4,0,Others,NoSeWa,Gravel,RL,12703130,10
6046,Chrompet,1104,1,1,3,0,Others,NoSeWa,No Access,RL,8265980,14
6047,Adyar,771,1,1,2,0,House,AllPub,No Access,RM,8358575,5
6048,KK Nagar,1605,2,1,4,1,Others,NoSeWa,Paved,RL,10918260,8
6049,Anna Nagar,1558,1,1,4,1,Others,NoSeWa,No Access,RH,11950360,11
6050,KK Nagar,1550,2,1,4,0,House,NoSeWa,Paved,RL,9084140,7
6051,Chrompet,853,1,1,3,1,Commercial,NoSeWa,No Access,RL,11278550,17
6052,Adyar,948,1,1,3,1,House,AllPub,Gravel,A,7168585,39
6053,Karapakkam,942,1,1,3,1,House,NoSeWa,Gravel,A,5255750,41
6054,Chrompet,1102,1,1,3,0,House,NoSeWa,Paved,RL,8446600,28
6055,Chrompet,823,1,1,3,1,House,NoSeWa,Paved,RH,7791750,13
6056,T Nagar,1792,1,1,4,1,Others,NoSeWa,Paved,RM,14993670,18
6057,Chrompet,871,1,1,3,1,Others,ELO,Paved,RL,8742520,31
6058,Velachery,1644,2,1,4,1,House,AllPub,No Access,A,7866010,23
6059,Chrompet,1081,1,1,3,1,House,NoSeWa,Paved,RH,8847900,10
6060,KK Nagar,1759,2,1,4,0,House,NoSeWa,Gravel,RM,10392560,18
6061,Anna Nagar,1611,1,1,4,1,Others,NoSeWa,Gravel,RM,14309040,28
6062,Chrompet,1138,1,1,3,1,Others,NoSeWa,Gravel,RH,10032310,27
6063,Anna Nagar,1886,2,1,5,1,Commercial,ELO,No Access,RH,20007810,18
6064,KK Nagar,2207,3,2,5,0,House,NoSeWa,Gravel,RH,10327100,25
6065,KK Nagar,1678,2,1,4,0,Commercial,AllPub,Paved,RH,13239280,24
6066,Chrompet,886,1,1,3,1,Commercial,NoSeWa,Gravel,RM,13510550,17
6067,Anna Nagar,1691,1,1,4,0,Commercial,NoSeWa,Paved,RH,18132160,23
6068,Adyar,1278,2,2,4,0,Others,AllPub,Gravel,RM,11818860,24
6069,T Nagar,1835,2,1,5,1,Commercial,ELO,No Access,RM,20990270,11
6070,Anna Nagar,1827,2,1,5,0,House,ELO,Gravel,RH,12184280,44
6071,Karapakkam,922,1,1,3,1,Commercial,NoSeWa,Paved,A,6660500,42
6072,Chrompet,1207,2,1,4,0,Commercial,NoSeWa,No Access,RM,13690650,31
6073,Chrompet,870,1,1,3,1,House,NoSeWa,No Access,RM,8169350,33
6074,Velachery,1651,2,1,4,0,Others,AllPub,No Access,A,7102330,19
6075,Adyar,846,1,1,3,0,Commercial,NoSeWa,Paved,A,8425520,28
6076,Chrompet,1085,1,1,3,0,Commercial,NoSeWa,Paved,RM,12732500,38
6077,Chrompet,1166,1,1,3,1,Commercial,AllPub,Paved,RL,14814550,13
6078,Adyar,601,1,1,2,0,House,NoSeWa,Paved,RH,6059870,18
6079,Karapakkam,711,1,1,2,0,House,NoSeWa,Paved,I,4188750,47
6080,Chrompet,1005,1,1,3,1,Others,NoSeWa,No Access,RH,8536600,9
6081,Velachery,1554,2,1,4,0,House,ELO,Gravel,I,8359690,12
6082,Karapakkam,1245,1,1,3,1,Commercial,NoSeWa,No Access,RL,10972000,28
6083,Velachery,1783,2,1,4,1,Others,AllPub,Paved,RL,11793060,28
6084,Chrompet,909,1,1,3,0,House,NoSeWa,Paved,RL,8083950,5
6085,Chrompet,1214,2,1,4,0,Commercial,NoSeWa,Paved,RH,12840250,27
6086,Velachery,1743,2,1,4,1,Others,NoSeWa,Gravel,A,9392380,44
6087,Chrompet,1035,1,1,3,0,Commercial,ELO,Gravel,RM,13223000,4
6088,T Nagar,1848,2,1,5,1,House,AllPub,Gravel,RL,14328620,16
6089,Velachery,1880,3,2,5,1,Commercial,ELO,Paved,I,15189120,31
6090,T Nagar,1790,1,1,4,1,Others,NoSeWa,No Access,RM,13715380,39
6091,Chrompet,862,1,1,3,1,Commercial,NoSeWa,Gravel,RM,13281200,4
6092,Chrompet,927,1,1,3,0,Commercial,NoSeWa,Paved,RL,11316450,15
6093,Chrompet,1088,1,1,3,0,House,NoSeWa,Paved,RH,7525650,19
6094,Karapakkam,1362,2,2,4,0,House,NoSeWa,No Access,RM,7413750,25
6095,T Nagar,1754,1,1,4,1,Others,NoSeWa,Gravel,RH,14008530,28
6096,Chrompet,1097,1,1,3,0,House,AllPub,Paved,RM,9349850,15
6097,Adyar,1295,2,2,4,0,House,ELO,Gravel,A,7527770,18
6098,Velachery,1607,2,1,4,1,Commercial,AllPub,Paved,RL,14962620,21
6099,Karapakkam,1606,2,2,4,1,House,ELO,Gravel,A,7629750,17
6100,Karapakkam,1291,1,1,3,1,House,NoSeWa,No Access,RM,8096500,24
6101,KK Nagar,1418,2,1,4,1,House,AllPub,Gravel,RH,9354620,11
6102,KK Nagar,1317,1,1,3,0,Commercial,NoSeWa,Gravel,RH,11548600,20
6103,Anna Nagar,1832,2,1,5,0,Commercial,ELO,Gravel,RL,20686670,21
6104,Adyar,993,1,1,3,1,House,ELO,Gravel,A,7238630,22
6105,Adyar,1153,1,1,3,0,House,AllPub,Gravel,RL,9814930,22
6106,Chrompet,724,1,1,2,1,House,AllPub,Paved,RH,8052400,4
6107,KK Nagar,1582,2,1,4,1,House,NoSeWa,Paved,RL,9866820,11
6108,Karapakkam,1115,1,1,3,0,Commercial,ELO,No Access,RL,9161750,13
6109,Adyar,1112,1,1,3,0,House,NoSeWa,Paved,A,6076595,33
6110,Karapakkam,1678,2,2,4,1,House,NoSeWa,No Access,C,7001750,45
6111,Karapakkam,806,1,1,2,1,Commercial,AllPub,No Access,A,5468500,50
6112,Velachery,1503,2,1,4,0,Commercial,AllPub,No Access,RH,12089360,33
6113,KK Nagar,2346,4,2,6,1,House,NoSeWa,Gravel,RL,12814080,14
6114,Karapakkam,839,1,1,2,0,Commercial,NoSeWa,Paved,C,6179750,33
6115,Chrompet,760,1,1,2,0,House,NoSeWa,Gravel,RM,8523750,5
6116,Karapakkam,1506,2,2,4,1,Commercial,NoSeWa,No Access,C,9940500,42
6117,Velachery,1640,2,1,4,1,House,NoSeWa,Gravel,RH,9975260,28
6118,Karapakkam,896,1,1,3,1,Others,NoSeWa,Paved,RH,6934500,30
6119,Karapakkam,1409,2,2,4,1,Others,NoSeWa,Paved,RH,8826875,8
6120,KK Nagar,1633,2,1,4,0,Others,NoSeWa,Paved,RL,9751820,28
6121,Chrompet,1139,1,1,3,1,Commercial,NoSeWa,Paved,RL,14441850,15
6122,Chrompet,1101,1,1,3,1,Commercial,NoSeWa,No Access,RM,13641050,35
6123,KK Nagar,2396,4,2,6,1,House,NoSeWa,Paved,RM,12728180,19
6124,Chrompet,1119,1,1,3,1,House,NoSeWa,Gravel,RM,10386800,36
6125,Anna Nagar,1857,2,1,5,1,Others,AllPub,Paved,RM,15740140,29
6126,T Nagar,1886,2,1,5,1,House,AllPub,Gravel,RH,13952630,14
6127,Velachery,1692,2,1,4,0,House,AllPub,Gravel,RL,10012960,23
6128,Velachery,1655,2,1,4,1,Commercial,ELO,No Access,RH,13723030,9
6129,Karapakkam,622,1,1,2,1,House,ELO,Paved,RH,6034000,8
6130,Velachery,1647,2,1,4,0,House,ELO,No Access,I,6866800,40
6131,Adyar,1239,2,2,4,0,Others,ELO,No Access,RL,10009165,11
